:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
"중대한 악영향을 미치는 사건이 대상회사의 재무상태, 영업, 자산에 발생한다",중대한 악영향을 미치는 사건,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],28,Relation
"중대한 악영향을 미치는 사건이 대상회사의 재무상태, 영업, 자산에 발생한다",대상회사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],29,Relation
"중대한 악영향을 미치는 사건이 대상회사의 재무상태, 영업, 자산에 발생한다",재무상태,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],30,Relation
"중대한 악영향을 미치는 사건이 대상회사의 재무상태, 영업, 자산에 발생한다",영업,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],31,Relation
"중대한 악영향을 미치는 사건이 대상회사의 재무상태, 영업, 자산에 발생한다",자산,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],32,Relation
양 당사자,상호 선의와 신뢰,체결 및 이행에 있어 바탕으로 삼음,"['foundation', 'support', 'groundwork', 'basis', 'underpinning']",[],33,Relation
양 당사자,성실히,협력함,"['coordinate', 'collaborate', 'partner', 'work together', 'cooperate']",[],34,Relation
양 당사자는 본 계약의 체결 및 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다,양 당사자,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],35,Relation
양 당사자는 본 계약의 체결 및 이행에 있어 상호 선의와 신뢰를 바탕으로 성실히 협력한다,본 계약,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],36,Relation
본 계약,매매주식의 매매와 관련한 당사자 간의 모든 합의,포함하다,"['include', 'consist of', 'comprise', 'contain', 'encompass']",[],37,Relation
본 계약,이전의 모든 구두 또는 서면 합의,대체하다,"['substitute', 'act as alternative', 'take place of', 'replace', 'stand in for']",[],38,Relation
이전의 모든 구두 또는 서면 합의,본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,결과로,"['produce', 'result in', 'lead to', 'outcome of', 'cause']",[],39,Relation
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,이전의 모든 구두 또는 서면 합의를 대체한다,이전,"['preceding', 'prior', 'earlier', 'before']",[],40,Relation
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,본 계약,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],41,Relation
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,매매주식,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],42,Relation
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,매매,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],43,Relation
본 계약은 매매주식의 매매와 관련한 당사자 간의 모든 합의를 포함한다,당사자,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],44,Relation
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다,본 계약,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],45,Relation
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다,이전의 모든 구두 합의,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],46,Relation
본 계약은 이전의 모든 구두 또는 서면 합의를 대체한다,이전의 모든 서면 합의,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],47,Relation
매매주식의 총 매매가격,"금 일천억원(₩100,000,000,000)",은,"['topic marker', 'subject marker', 'grammatical particle']",[],48,Relation
주당 매매가격,"금 일만원(₩10,000)",은,"['topic marker', 'subject marker', 'grammatical particle']",[],49,Relation
"매매주식의 총 매매가격은 금 일천억원(₩100,000,000,000)으로 한다","주당 매매가격은 금 일만원(₩10,000)으로 한다",이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],50,Relation
매매주식의 총 매매가격은 금 일천억원으로 정해졌다,매매주식,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],51,Relation
매매주식의 총 매매가격은 금 일천억원으로 정해졌다,총 매매가격,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],52,Relation
매매주식의 총 매매가격은 금 일천억원으로 정해졌다,금 일천억원,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],53,Relation
매매주식의 총 매매가격은 금 일천억원으로 정해졌다,"₩100,000,000,000",is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],54,Relation
주당 매매가격은 금 일만원으로 정해졌다,주당 매매가격,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],55,Relation
주당 매매가격은 금 일만원으로 정해졌다,금 일만원,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],56,Relation
주당 매매가격은 금 일만원으로 정해졌다,"₩10,000",is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],57,Relation
진술과 보증,본 계약 체결일,기준으로 한다,"['follow', 'rely on', 'base on', 'use as standard', 'depend on']",[],58,Relation
진술과 보증,거래종결일,기준으로 한다,"['follow', 'rely on', 'base on', 'use as standard', 'depend on']",[],59,Relation
모든 진술과 보증은 본 계약 체결일을 기준으로 한다,모든 진술과 보증은 거래종결일을 기준으로 한다,이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],60,Relation
모든 진술과 보증은 본 계약 체결일과 거래종결일을 기준으로 한다,진술,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],61,Relation
모든 진술과 보증은 본 계약 체결일과 거래종결일을 기준으로 한다,보증,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],62,Relation
모든 진술과 보증은 본 계약 체결일과 거래종결일을 기준으로 한다,본 계약 체결일,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],63,Relation
모든 진술과 보증은 본 계약 체결일과 거래종결일을 기준으로 한다,거래종결일,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],64,Relation
각 당사자,제3자,비밀정보를 공개하지 않는다,"['discretion', 'nondisclosure', 'secrecy', 'privacy', 'confidentiality']",[],65,Relation
법령상 요구,비밀정보 공개 금지,예외가 된다,"['exception', 'exclude', 'differ from', 'exempt', 'deviate']",[],66,Relation
상대방의 서면 동의,비밀정보 공개 금지,예외가 된다,"['exception', 'exclude', 'differ from', 'exempt', 'deviate']",[],67,Relation
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,법령상 요구되거나 상대방의 서면 동의가 있는 경우,예외로,"['exception', 'special case', 'outlier', 'exclusion', 'exemption']",[],68,Relation
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,각 당사자,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],69,Relation
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,본 계약,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],70,Relation
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,상대방의 비밀정보,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],71,Relation
각 당사자는 본 계약과 관련하여 취득한 상대방의 비밀정보를 제3자에게 공개하지 않는다,제3자,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],72,Relation
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다,법령,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],73,Relation
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다,상대방,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],74,Relation
법령상 요구되거나 상대방의 서면 동의가 있는 경우는 예외로 한다,서면 동의,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],75,Relation
매수인,추가 실사,요청할 수 있다,"['seek', 'demand', 'ask for', 'call for', 'request']",[],76,Relation
매도인,추가 실사,협조해야 한다,"['coordinate', 'collaborate', 'cooperate', 'assist', 'support']",[],77,Relation
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다,매도인은 이에 성실히 협조해야 한다,이전,"['preceding', 'prior', 'earlier', 'before']",[],78,Relation
매수인이 추가 실사를 요청한다,매도인은 이에 성실히 협조해야 한다,때문에,"['cause', 'reason', 'origin', 'source', 'basis']",[],79,Relation
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다,매수인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],80,Relation
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다,거래종결,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],81,Relation
매수인은 거래종결 전 언제든지 추가 실사를 요청할 수 있다,추가 실사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],82,Relation
매도인은 매수인의 추가 실사 요청에 성실히 협조해야 한다,매도인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],83,Relation
매도인은 매수인의 추가 실사 요청에 성실히 협조해야 한다,매수인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],84,Relation
매도인은 매수인의 추가 실사 요청에 성실히 협조해야 한다,추가 실사 요청,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],85,Relation
매매대금,전액 현금,지급한다,"['compensate', 'provide', 'transfer', 'pay', 'distribute']",[],86,Relation
매매대금,거래종결일,지급 시점,"['payment time', 'payout period', 'compensation timing', 'disbursement moment']",[],87,Relation
지급,매도인이 지정한 계좌로 송금,방법,"['process', 'method', 'technique', 'procedure', 'approach']",[],88,Relation
매매대금은 거래종결일에 전액 현금으로 지급한다,지급은 매도인이 지정한 계좌로 송금하는 방식으로 한다,이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],89,Relation
지급은 매도인이 지정한 계좌로 송금하는 방식으로 한다,매매대금은 거래종결일에 전액 현금으로 지급한다,동시에,"['concurrently', 'at once', 'in parallel', 'simultaneously', 'together']",[],90,Relation
매매대금은 거래종결일에 전액 현금으로 지급된다,매매대금,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],91,Relation
매매대금은 거래종결일에 전액 현금으로 지급된다,거래종결일,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],92,Relation
지급은 매도인이 지정한 계좌로 송금하는 방식으로 이루어진다,지급,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],93,Relation
지급은 매도인이 지정한 계좌로 송금하는 방식으로 이루어진다,매도인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],94,Relation
지급은 매도인이 지정한 계좌로 송금하는 방식으로 이루어진다,지정한 계좌,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],95,Relation
계약의 해석에 대한 분쟁,대한민국 법률,해석 기준이 됨,"['act as reference', 'provide standard', 'form foundation', 'serve as basis', 'establish criterion']",[],96,Relation
계약의 해석에 대한 분쟁이 발생한다,계약,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],97,Relation
계약의 해석에 대한 분쟁이 발생한다,분쟁,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],98,Relation
분쟁을 대한민국 법률에 따라 해석한다,분쟁,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],99,Relation
분쟁을 대한민국 법률에 따라 해석한다,대한민국 법률,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],100,Relation
매도인,매수인,이전한다,"['shift', 'transfer', 'relocate', 'change place', 'move']",[],101,Relation
매도인,매매주식에 대한 완전한 소유권,이전한다,"['shift', 'transfer', 'relocate', 'change place', 'move']",[],102,Relation
소유권 이전,거래종결일,발생하는 시점,"['moment of emergence', 'occurrence time', 'point of origin', 'time of event', 'inception time']",[],103,Relation
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,매수인은 거래종결일에 매매주식에 대한 완전한 소유권을 가진다,이전,"['preceding', 'prior', 'earlier', 'before']",[],104,Relation
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,매도인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],105,Relation
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,거래종결일,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],106,Relation
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,매매주식,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],107,Relation
매도인은 거래종결일에 매매주식에 대한 완전한 소유권을 매수인에게 이전한다,매수인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],108,Relation
매수인,매도인에게 경영 자문,요청할 수 있다,"['seek', 'demand', 'ask for', 'call for', 'request']",[],109,Relation
요청,거래종결 후 6개월 내,가능 기간,"['valid period', 'availability', 'duration', 'time frame']",[],110,Relation
거래종결 후 6개월 내에 매수인은 매도인에게 경영 자문을 요청할 수 있다,거래종결,이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],111,Relation
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,매수인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],112,Relation
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,거래종결,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],113,Relation
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,6개월,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],114,Relation
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,매도인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],115,Relation
매수인이 거래종결 후 6개월 내에 매도인에게 경영 자문을 요청할 수 있다,경영 자문,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],116,Relation
대금조정,제92조,적용되는 기준,"['principles', 'criteria', 'benchmarks', 'standards', 'guidelines']",[],117,Relation
대금조정,운전자본,대상,"['subject', 'object', 'recipient', 'target', 'focus']",[],118,Relation
대금조정,순부채,대상,"['subject', 'object', 'recipient', 'target', 'focus']",[],119,Relation
대금조정,매매대금 조정,결과,"['aftermath', 'result', 'consequence', 'outcome', 'effect']",[],120,Relation
"운전자본, 순부채 등의 변동에 따른 매매대금 조정은 제92조에 정한 바에 따른다",제92조에 정한 바,이전에,"['earlier than', 'preceding', 'prior to', 'before']",[],121,Relation
매매대금 조정은 운전자본과 순부채 등의 변동에 따라 이루어진다.,매매대금 조정,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],122,Relation
매매대금 조정은 운전자본과 순부채 등의 변동에 따라 이루어진다.,운전자본,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],123,Relation
매매대금 조정은 운전자본과 순부채 등의 변동에 따라 이루어진다.,순부채,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],124,Relation
매매대금 조정은 제92조에 정한 바에 따른다.,매매대금 조정,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],125,Relation
매매대금 조정은 제92조에 정한 바에 따른다.,제92조,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],126,Relation
매매주식,"담보권, 제한, 부담이 없는 상태",양도되어야 하는 상태,"['assignable', 'transferable condition', 'alienable state', 'conveyable status', 'transferable']",[],127,Relation
"매매주식은 어떠한 담보권, 제한, 부담도 없는 상태로 양도되어야 한다","주식의 상태는 주식에 담보권, 제한, 부담이 없어야 한다",때문에,"['cause', 'reason', 'origin', 'source', 'basis']",[],128,Relation
"매매주식이 담보권, 제한, 부담이 없는 상태로 양도된다",매매주식,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],129,Relation
"매매주식이 담보권, 제한, 부담이 없는 상태로 양도된다",담보권,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],130,Relation
"매매주식이 담보권, 제한, 부담이 없는 상태로 양도된다",제한,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],131,Relation
"매매주식이 담보권, 제한, 부담이 없는 상태로 양도된다",부담,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],132,Relation
매수인,확인실사,수행할 수 있다,"['be capable of', 'be able to', 'have ability to', 'can do']",[],133,Relation
확인실사,회계,대상이다,"['be subject to', 'concern', 'relate to', 'pertain to', 'apply to']",[],134,Relation
확인실사,법무,대상이다,"['be subject to', 'concern', 'relate to', 'pertain to', 'apply to']",[],135,Relation
확인실사,세무,대상이다,"['be subject to', 'concern', 'relate to', 'pertain to', 'apply to']",[],136,Relation
확인실사,영업,대상이다,"['be subject to', 'concern', 'relate to', 'pertain to', 'apply to']",[],137,Relation
하자나 문제점,실사 과정,발견되다,"['emerge', 'surface', 'be found', 'come across', 'be discovered']",[],138,Relation
하자나 문제점,문서,문서화되어야 한다,"['documented', 'archived', 'formalized', 'recorded']",[],139,Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다,"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],140,Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다,결과로,"['produce', 'result in', 'lead to', 'outcome of', 'cause']",[],141,Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행한다,매수인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],142,Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행한다,거래종결일,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],143,Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행한다,대상회사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],144,Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행한다,확인실사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],145,Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",확인실사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],146,Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",회계,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],147,Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",법무,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],148,Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",세무,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],149,Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다",영업,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],150,Relation
실사 과정에서 발견된 하자나 문제점은 문서화된다,실사 과정,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],151,Relation
실사 과정에서 발견된 하자나 문제점은 문서화된다,하자,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],152,Relation
실사 과정에서 발견된 하자나 문제점은 문서화된다,문제점,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],153,Relation
실사 과정에서 발견된 하자나 문제점은 문서화된다,문서,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],154,Relation
매도인,거래종결일로부터 3년간 대상회사와 경쟁하는 사업,경업금지 의무를 가진다,"['duty restraint', 'business ethics', 'contractual obligation', 'non-compete', 'legal restriction']",[],155,Relation
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,거래종결일,이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],156,Relation
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,매도인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],157,Relation
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,거래종결일,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],158,Relation
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다,대상회사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],159,Relation
대상회사의 핵심 임직원,거래종결 후 최소 1년간 근무,유지하도록 최선의 노력을 다한다,"['endeavor', 'strive', 'maintain', 'persistence', 'commitment']",[],160,Relation
대상회사의 핵심 임직원은 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다,대상회사의 핵심 임직원은 거래종결 후 최소 1년간 근무를 유지한다,결과로,"['produce', 'result in', 'lead to', 'outcome of', 'cause']",[],161,Relation
대상회사의 핵심 임직원이 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다,대상회사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],162,Relation
대상회사의 핵심 임직원이 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다,핵심 임직원,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],163,Relation
매도인,주요 고객과의 관계 유지,협조한다,"['coordinate', 'collaborate', 'cooperate', 'assist', 'support']",[],164,Relation
매도인은 주요 고객과의 관계를 원만히 유지하도록 적극 협조한다,매도인,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],165,Relation
매도인은 주요 고객과의 관계를 원만히 유지하도록 적극 협조한다,주요 고객,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],166,Relation
대상회사,모든 라이선스와 허가,보유한,"['have', 'possess', 'hold', 'own', 'retain']",[],167,Relation
모든 라이선스와 허가,거래종결 후,유효하게 유지되어야 함,"['remain valid', 'maintain validity', 'uphold status', 'continue effect']",[],168,Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다,거래종결이 이루어진다,이후,"['after', 'later than', 'subsequent to', 'following', 'succeeding']",[],169,Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지된다,대상회사,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],170,Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지된다,라이선스,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],171,Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지된다,허가,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],172,Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지된다,거래종결,is participated by,"['involvement', 'membership', 'engagement', 'inclusion', 'participation']",[],173,Relation
대상회사의 모든 보험계약,거래종결일 현재,유효하다,"['be valid', 'hold true', 'apply', 'be effective']",[],174,Relation
