name:ID,type,concepts,synsets,numeric_id,:LABEL
객관적인 기준,entity,[],[],76,Node
가격 조정이 이루어진다.,event,[],[],77,Node
공정하고 객관적인 기준에 따라야 한다.,event,[],[],78,Node
공정하고 객관적인 기준이 있다.,event,[],[],79,Node
모든 가격 조정이 그 기준을 따른다.,event,[],[],80,Node
모든 가격 조정은 공정하고 객관적인 기준에 따른다.,event,[],[],81,Node
진술,entity,[],[],82,Node
계약 체결일,entity,[],[],83,Node
보증,entity,[],[],84,Node
계약이 체결된다.,event,[],[],85,Node
진술과 보증이 계약 체결일 기준으로 평가된다.,event,[],[],86,Node
거래가 종결된다.,event,[],[],87,Node
진술과 보증이 거래종결일 기준으로 평가된다.,event,[],[],88,Node
모든 진술과 보증이 계약 체결일과 거래종결일을 기준으로 한다.,event,[],[],89,Node
각 당사자,entity,[],[],90,Node
비밀정보,entity,[],[],91,Node
각 당사자는 비밀정보를 보호한다.,event,[],[],92,Node
비밀정보가 외부로 유출되지 않는다.,event,[],[],93,Node
조정된 최종 매매가격,entity,[],[],94,Node
조정된 최종 매매가격이 결정된다.,event,[],[],95,Node
거래종결일에 지급한다.,event,[],[],96,Node
거래종결일이 도래한다.,event,[],[],97,Node
조정된 최종 매매가격을 지급한다.,event,[],[],98,Node
지급인,entity,[],[],99,Node
거래종결일에 대금을 지급한다.,event,[],[],100,Node
수령인,entity,[],[],101,Node
대한민국 법률,entity,[],[],102,Node
계약 해석이 필요하다,event,[],[],103,Node
대한민국 법률에 따라 해석한다,event,[],[],104,Node
계약의 해석은 대한민국 법률에 따른다.,event,[],[],105,Node
매매주식을 양도한다.,event,[],[],106,Node
매매주식을 거래종결일에 양도한다.,event,[],[],107,Node
제한 없는 완전한 소유권,entity,[],[],108,Node
매수인은 제한 없는 완전한 소유권을 취득한다.,event,[],[],109,Node
매수인은 완전한 권리를 행사할 수 있다.,event,[],[],110,Node
매매가격,entity,[],[],111,Node
부채 변동,entity,[],[],112,Node
운전자본과 부채 변동이 발생한다.,event,[],[],113,Node
매매가격이 조정된다.,event,[],[],114,Node
매매가격이 운전자본과 부채 변동에 따라 조정된다.,event,[],[],115,Node
운전자본 증감분,entity,[],[],116,Node
실제 운전자본과 목표 운전자본의 차이,entity,[],[],117,Node
운전자본 증가,entity,[],[],118,Node
가격,entity,[],[],119,Node
운전자본 감소,entity,[],[],120,Node
운전자본 증감분은 매매가격에 100% 반영된다.,event,[],[],121,Node
운전자본이 변동하면 매매가격이 변동한다.,event,[],[],122,Node
목표 운전자본 대비 실제 운전자본의 차이를 조정한다.,event,[],[],123,Node
운전자본이 증가한다.,event,[],[],124,Node
가격이 상향 조정된다.,event,[],[],125,Node
운전자본이 감소한다.,event,[],[],126,Node
가격이 하향 조정된다.,event,[],[],127,Node
운전자본 증감분이 매매가격에 100% 반영된다.,event,[],[],128,Node
목표 운전자본,entity,[],[],129,Node
실제 운전자본,entity,[],[],130,Node
운전자본이 증가할 경우 가격이 상향 조정된다.,event,[],[],131,Node
운전자본이 감소할 경우 가격이 하향 조정된다.,event,[],[],132,Node
제한 없이,entity,[],[],133,Node
매매주식은 제한 없이 양도된다.,event,[],[],134,Node
주식의 상태가 제한 없이 양도 가능한 상태가 된다.,event,[],[],135,Node
매매주식이 제한 없이 양도된다.,event,[],[],136,Node
제16조,entity,[],[],137,Node
3년간 경쟁 사업,entity,[],[],138,Node
제16조가 규정된다.,event,[],[],139,Node
3년간 경쟁 사업이 금지된다.,event,[],[],140,Node
경업금지 조항이 적용된다.,event,[],[],141,Node
경업금지 조항,entity,[],[],142,Node
경쟁 사업,entity,[],[],143,Node
조직,entity,[],[],144,Node
핵심인력,entity,[],[],145,Node
핵심인력 유지 노력한다.,event,[],[],146,Node
제17조가 시행된다.,event,[],[],147,Node
핵심인력을 유지하기 위해 노력한다.,event,[],[],148,Node
고객 관계,entity,[],[],149,Node
원만히,entity,[],[],150,Node
고객 관계를 원만히 유지한다.,event,[],[],151,Node
신뢰를 쌓을 수 있다.,event,[],[],152,Node
고객,entity,[],[],153,Node
제19조에 따라 모든 라이선스가 유효하다.,event,[],[],154,Node
라이선스가 유효하게 유지된다.,event,[],[],155,Node
모든 라이선스를 유효하게 유지한다.,event,[],[],156,Node
모든 라이선스,entity,[],[],157,Node
보험,entity,[],[],158,Node
적절한 보험,entity,[],[],159,Node
보험을 유지한다.,event,[],[],160,Node
보험이 만료된다.,event,[],[],161,Node
적절한 보험을 유지한다.,event,[],[],162,Node
보험 사고 발생 시 보상을 받을 수 있다.,event,[],[],163,Node
보험을 적절하게 유지한다.,event,[],[],164,Node
임대차계약,entity,[],[],165,Node
부동산,entity,[],[],166,Node
부동산 임대차계약을 체결한다.,event,[],[],167,Node
임대차계약을 정상적으로 유지한다.,event,[],[],168,Node
임대인과 임차인 모두 계약상의 권리와 의무를 이행한다.,event,[],[],169,Node
필요 권리,entity,[],[],170,Node
지적재산권,entity,[],[],171,Node
필요 권리 보유한다.,event,[],[],172,Node
지적재산권이 적용된다.,event,[],[],173,Node
지적재산권에 필요한 권리를 보유한다.,event,[],[],174,Node
양도,entity,[],[],175,Node
상대방 동의 없이,entity,[],[],176,Node
상대방 동의 없이 양도하다.,event,[],[],177,Node
양도가 불가하다.,event,[],[],178,Node
일방 당사자가 상대방의 동의 없이 권리를 양도할 수 없다.,event,[],[],179,Node
일방 당사자,entity,[],[],180,Node
상대방,entity,[],[],181,Node
환경법규,entity,[],[],182,Node
환경,entity,[],[],183,Node
환경법규를 준수한다,event,[],[],184,Node
환경 관련 문제가 줄어든다,event,[],[],185,Node
환경법규를 준수한다.,event,[],[],186,Node
제24조,entity,[],[],187,Node
제25조,entity,[],[],188,Node
데이터,entity,[],[],189,Node
개인정보,entity,[],[],190,Node
데이터를 처리한다.,event,[],[],191,Node
개인정보를 보호한다.,event,[],[],192,Node
운영,entity,[],[],193,Node
통상 영업과정 유지,entity,[],[],194,Node
종결 전에 통상 영업과정을 유지한다.,event,[],[],195,Node
종결이 이루어진다.,event,[],[],196,Node
통상 영업과정을 유지한다.,event,[],[],197,Node
통상 영업과정,entity,[],[],198,Node
요청,entity,[],[],199,Node
정보,entity,[],[],200,Node
요청이 발생한다.,event,[],[],201,Node
정보를 제공한다.,event,[],[],202,Node
제27조,entity,[],[],203,Node
요청 정보,entity,[],[],204,Node
하자담보,entity,[],[],205,Node
거래종결일로부터 1년간,entity,[],[],206,Node
거래종결일이 발생한다.,event,[],[],207,Node
하자담보가 1년간 유효하다.,event,[],[],208,Node
하자담보가 거래종결일로부터 1년간 유효하다.,event,[],[],209,Node
운전자본 계산의 기준일,entity,[],[],210,Node
직전 회계연도 말,entity,[],[],211,Node
2024년 12월 31일 기준,entity,[],[],212,Node
거래종결일 운전자본과 비교하여,entity,[],[],213,Node
직전 회계연도 말이 운전자본 계산의 기준일로 정해진다.,event,[],[],214,Node
2024년 12월 31일 기준 운전자본을 목표로 한다.,event,[],[],215,Node
거래종결일 운전자본과 비교하여 조정한다.,event,[],[],216,Node
운전자본 금액이 변동될 수 있다.,event,[],[],217,Node
운전자본 계산의 기준일을 직전 회계연도 말로 정한다.,event,[],[],218,Node
2024년 12월 31일 기준 운전자본을 목표로 삼는다.,event,[],[],219,Node
2024년 12월 31일,entity,[],[],220,Node
거래종결일 운전자본과 비교하여 운전자본을 조정한다.,event,[],[],221,Node
거래종결일 운전자본,entity,[],[],222,Node
거래비용,entity,[],[],223,Node
거래가 이루어진다.,event,[],[],224,Node
거래비용을 각자 부담한다.,event,[],[],225,Node
각 당사자가 자신의 비용을 스스로 지불한다.,event,[],[],226,Node
거래비용을 각자가 부담한다.,event,[],[],227,Node
거래 당사자,entity,[],[],228,Node
제3장은 진술 및 보증에 대해 다룬다.,event,[],[],229,Node
제3장,entity,[],[],230,Node
다음 사항,entity,[],[],231,Node
매도인이 진술한다.,event,[],[],232,Node
매도인이 보증한다.,event,[],[],233,Node
매도인이 다음 사항을 진술 보증한다.,event,[],[],234,Node
소유권,entity,[],[],235,Node
주체,entity,[],[],236,Node
완전한 소유권을 보유한다.,event,[],[],237,Node
소유자는 재산을 자유롭게 처분할 수 있다.,event,[],[],238,Node
소유자는 완전한 소유권을 보유한다.,event,[],[],239,Node
소유자,entity,[],[],240,Node
재무제표가 정확하다.,event,[],[],241,Node
제33조가 적용된다.,event,[],[],242,Node
재무제표,entity,[],[],243,Node
공개,entity,[],[],244,Node
중요부채,entity,[],[],245,Node
공개 외 중요부채 없다.,event,[],[],246,Node
해당 문서에는 중요부채가 공개된 것 외에 존재하지 않는다.,event,[],[],247,Node
중요 소송이 없다.,event,[],[],248,Node
현재 시점이다.,event,[],[],249,Node
계약을 체결한다.,event,[],[],250,Node
계약을 성실히 이행한다.,event,[],[],251,Node
계약을 성실하게 이행한다.,event,[],[],252,Node
제37조,entity,[],[],253,Node
법규 준수,entity,[],[],254,Node
법규가 존재한다.,event,[],[],255,Node
법규를 준수한다.,event,[],[],256,Node
법규,entity,[],[],257,Node
세금,entity,[],[],258,Node
세무,entity,[],[],259,Node
세금 적시 납부했다.,event,[],[],260,Node
세금 체납에 따른 불이익이 발생하지 않았다.,event,[],[],261,Node
세금을 적시에 납부했다.,event,[],[],262,Node
노동,entity,[],[],263,Node
노동법,entity,[],[],264,Node
노동법을 준수한다.,event,[],[],265,Node
노동과 관련된 권리와 의무가 보호된다.,event,[],[],266,Node
자산 양호하다.,event,[],[],267,Node
제40조 적용된다.,event,[],[],268,Node
자산이 양호하다.,event,[],[],269,Node
자산,entity,[],[],270,Node
중요계약,entity,[],[],271,Node
공개 외,entity,[],[],272,Node
공개계약이 존재한다.,event,[],[],273,Node
중요계약은 공개 외에는 존재하지 않는다.,event,[],[],274,Node
중요계약이 공개 외에는 존재하지 않는다.,event,[],[],275,Node
권한 보유,entity,[],[],276,Node
매수인은 권한을 보유한다.,event,[],[],277,Node
매수인은 진술한다.,event,[],[],278,Node
매수인이 권한을 보유한다.,event,[],[],279,Node
본 계약 체결일로부터 정확히 90일 후,entity,[],[],280,Node
2025년 4월 1일,entity,[],[],281,Node
당사자 합의,entity,[],[],282,Node
정확히 90일 후에 거래종결일이 도래한다.,event,[],[],283,Node
2025년 4월 1일이 도래한다.,event,[],[],284,Node
거래종결일이 된다.,event,[],[],285,Node
당사자 합의가 이루어진다.,event,[],[],286,Node
거래종결일은 변경될 수 없다.,event,[],[],287,Node
거래종결일은 본 계약 체결일로부터 정확히 90일 후로 정해진다.,event,[],[],288,Node
본 계약 체결일,entity,[],[],289,Node
2025년 4월 1일을 거래종결일로 정한다.,event,[],[],290,Node
거래종결일은 당사자 합의로 변경할 수 없다.,event,[],[],291,Node
제44조,entity,[],[],292,Node
자금,entity,[],[],293,Node
충분한 자금,entity,[],[],294,Node
충분한 자금 확보했다.,event,[],[],295,Node
프로젝트를 원활하게 진행할 수 있었다.,event,[],[],296,Node
충분한 자금을 확보했다.,event,[],[],297,Node
제45조,entity,[],[],298,Node
인지 사항,entity,[],[],299,Node
제한,entity,[],[],300,Node
제45조가 존재한다.,event,[],[],301,Node
인지 사항이 제외된다.,event,[],[],302,Node
제45조가 인지 사항을 제외한다.,event,[],[],303,Node
정보가 정확하다.,event,[],[],304,Node
제46조에 명시된다.,event,[],[],305,Node
변경,entity,[],[],306,Node
변경이 발생한다.,event,[],[],307,Node
통지한다.,event,[],[],308,Node
통지를 한다.,event,[],[],309,Node
통지자,entity,[],[],310,Node
수신자,entity,[],[],311,Node
위반,entity,[],[],312,Node
배상,entity,[],[],313,Node
위반이 발생한다.,event,[],[],314,Node
배상한다.,event,[],[],315,Node
회계,entity,[],[],316,Node
기준,entity,[],[],317,Node
일관된 기준을 적용했다.,event,[],[],318,Node
회계가 이루어졌다.,event,[],[],319,Node
일관된 기준,entity,[],[],320,Node
예측,entity,[],[],321,Node
합리적 예측,entity,[],[],322,Node
합리적 예측이다.,event,[],[],323,Node
예측이다.,event,[],[],324,Node
제50조는 예측에 대해 규정한다.,event,[],[],325,Node
제50조,entity,[],[],326,Node
예측은 합리적이어야 한다.,event,[],[],327,Node
제4장 거래종결이 언급된다.,event,[],[],328,Node
제4장,entity,[],[],329,Node
거래종결,entity,[],[],330,Node
종결 절차,entity,[],[],331,Node
제43조의 거래종결일,entity,[],[],332,Node
제43조의 거래종결일이 도래한다.,event,[],[],333,Node
제51조의 종결 절차가 진행된다.,event,[],[],334,Node
종결한다.,event,[],[],335,Node
제43조의 거래,entity,[],[],336,Node
진술보증,entity,[],[],337,Node
제52조의 전제조건,entity,[],[],338,Node
진술보증이 정확해야 한다.,event,[],[],339,Node
제52조가 적용된다.,event,[],[],340,Node
대금 준비,entity,[],[],341,Node
매도인이 대금을 준비한다.,event,[],[],342,Node
매도인 조건이 성립한다.,event,[],[],343,Node
매도인의 조건으로 대금이 준비되어야 한다.,event,[],[],344,Node
대금,entity,[],[],345,Node
종결,entity,[],[],346,Node
서울,entity,[],[],347,Node
제54조에 따라 장소가 결정된다.,event,[],[],348,Node
서울에서 종결한다.,event,[],[],349,Node
제54조가 서울에서 종결된다.,event,[],[],350,Node
제54조,entity,[],[],351,Node
필요서류,entity,[],[],352,Node
수령자,entity,[],[],353,Node
필요서류를 준비한다.,event,[],[],354,Node
필요서류를 인도한다.,event,[],[],355,Node
인도받는 자,entity,[],[],356,Node
인도하는 자,entity,[],[],357,Node
제56조,entity,[],[],358,Node
임원,entity,[],[],359,Node
이사,entity,[],[],360,Node
새 이사,entity,[],[],361,Node
임원에 관한 규정이 있다.,event,[],[],362,Node
새 이사 선임한다.,event,[],[],363,Node
새 이사를 선임한다.,event,[],[],364,Node
권리,entity,[],[],365,Node
완전한 권리,entity,[],[],366,Node
권리가 이전된다.,event,[],[],367,Node
완전한 권리 이전된다.,event,[],[],368,Node
권리가 완전하게 이전된다.,event,[],[],369,Node
종결확인서를 작성한다.,event,[],[],370,Node
확인서가 완성된다.,event,[],[],371,Node
종결확인서,entity,[],[],372,Node
주주명부,entity,[],[],373,Node
매수인이 발생한다.,event,[],[],374,Node
주주명부에 매수인을 기재한다.,event,[],[],375,Node
매수인을 주주명부에 기재한다.,event,[],[],376,Node
경영권이 이전된다.,event,[],[],377,Node
새로운 주체가 경영을 담당한다.,event,[],[],378,Node
경영권,entity,[],[],379,Node
부채 증가분,entity,[],[],380,Node
차입금 증가,entity,[],[],381,Node
차입금 10억 증가,entity,[],[],382,Node
부채가 증가한다.,event,[],[],383,Node
매매가격에서 부채 증가분이 차감된다.,event,[],[],384,Node
차입금이 증가한다.,event,[],[],385,Node
매매가격에서 해당 차입금 증가분의 2배가 차감된다.,event,[],[],386,Node
차입금이 10억 증가한다.,event,[],[],387,Node
매매가격에서 20억이 차감된다.,event,[],[],388,Node
부채 증가분을 매매가격에서 차감한다.,event,[],[],389,Node
차입금 증가를 2배수로 차감한다.,event,[],[],390,Node
차입금이 10억 증가할 때 20억을 차감한다.,event,[],[],391,Node
차입금,entity,[],[],392,Node
10억,entity,[],[],393,Node
20억,entity,[],[],394,Node
불이행,entity,[],[],395,Node
불이행이 발생한다.,event,[],[],396,Node
조건,entity,[],[],397,Node
포기,entity,[],[],398,Node
조건이 있다.,event,[],[],399,Node
조건을 포기할 수 있다.,event,[],[],400,Node
조건을 포기한다.,event,[],[],401,Node
조건이 더 이상 적용되지 않는다.,event,[],[],402,Node
행정사항,entity,[],[],403,Node
행정사항이 발생한다.,event,[],[],404,Node
협력한다.,event,[],[],405,Node
행정사항을 협력한다.,event,[],[],406,Node
계좌정보,entity,[],[],407,Node
계좌,entity,[],[],408,Node
계좌정보를 알게 된다.,event,[],[],409,Node
계좌정보를 통지한다.,event,[],[],410,Node
통지하는 자,entity,[],[],411,Node
통지를 받는 자,entity,[],[],412,Node
세금은 발생한다.,event,[],[],413,Node
각자가 세금을 부담한다.,event,[],[],414,Node
각자 세금을 부담한다.,event,[],[],415,Node
각자,entity,[],[],416,Node
등기,entity,[],[],417,Node
등기를 한다.,event,[],[],418,Node
직원,entity,[],[],419,Node
고용,entity,[],[],420,Node
제68조가 시행된다.,event,[],[],421,Node
직원 고용이 승계된다.,event,[],[],422,Node
제68조가 적용된다.,event,[],[],423,Node
직원의 고용이 승계된다.,event,[],[],424,Node
감사,entity,[],[],425,Node
매수인 감사 선임한다.,event,[],[],426,Node
제69조가 적용된다.,event,[],[],427,Node
매수인이 감사를 선임한다.,event,[],[],428,Node
문서,entity,[],[],429,Node
문서를 준비한다.,event,[],[],430,Node
문서를 인도한다.,event,[],[],431,Node
각 당사자는 상대방의 요청에 따라 추가로 필요한 서류를 제공한다.,event,[],[],432,Node
각 당사자는 상대방의 요청에 따라 필요한 절차를 이행한다.,event,[],[],433,Node
제5장 거래종결 후 사항이 규정된다.,event,[],[],434,Node
제5장,entity,[],[],435,Node
거래종결 후 사항,entity,[],[],436,Node
제71조,entity,[],[],437,Node
3개월,entity,[],[],438,Node
지원한다.,event,[],[],439,Node
3개월 지원한다.,event,[],[],440,Node
3개월 동안 지원이 제공된다.,event,[],[],441,Node
지원,entity,[],[],442,Node
배상한도,entity,[],[],443,Node
매매대금 20%,entity,[],[],444,Node
배상한도가 매매대금 20%로 제한된다.,event,[],[],445,Node
전체 배상액이 매매대금의 20%를 초과할 수 없다.,event,[],[],446,Node
매매대금,entity,[],[],447,Node
인지사항이 발생한다.,event,[],[],448,Node
면책된다.,event,[],[],449,Node
인지사항이 면책된다.,event,[],[],450,Node
인지사항,entity,[],[],451,Node
제74조,entity,[],[],452,Node
협력 강화,entity,[],[],453,Node
상대방 당사자,entity,[],[],454,Node
협력 강화가 이루어진다.,event,[],[],455,Node
적극 협력한다.,event,[],[],456,Node
청구,entity,[],[],457,Node
서면,entity,[],[],458,Node
서면으로 청구한다.,event,[],[],459,Node
제75조가 적용된다.,event,[],[],460,Node
청구를 서면으로 한다.,event,[],[],461,Node
손해배상,entity,[],[],462,Node
상계,entity,[],[],463,Node
손해배상을 해야 한다.,event,[],[],464,Node
상계를 할 수 있다.,event,[],[],465,Node
상계가 가능하다.,event,[],[],466,Node
손해배상에서 상계가 가능하다.,event,[],[],467,Node
유동자산 - 유동부채,entity,[],[],468,Node
유동자산,entity,[],[],469,Node
현금,entity,[],[],470,Node
매출채권,entity,[],[],471,Node
재고자산,entity,[],[],472,Node
유동부채,entity,[],[],473,Node
매입채무,entity,[],[],474,Node
단기차입금,entity,[],[],475,Node
운전자본은 유동자산에서 유동부채를 뺀 값이다,event,[],[],476,Node
운전자본 = 유동자산 - 유동부채라는 공식이 정의된다,event,[],[],477,Node
"유동자산에는 현금, 매출채권, 재고자산 등이 포함된다",event,[],[],478,Node
유동자산이 운전자본 계산에 사용된다,event,[],[],479,Node
"유동부채에는 매입채무, 단기차입금 등이 포함된다",event,[],[],480,Node
유동부채가 운전자본 계산에 사용된다,event,[],[],481,Node
운전자본은 유동자산에서 유동부채를 뺀 값으로 정의된다.,event,[],[],482,Node
"유동자산에는 현금, 매출채권, 재고자산 등이 포함된다.",event,[],[],483,Node
"유동부채에는 매입채무, 단기차입금 등이 포함된다.",event,[],[],484,Node
부채,entity,[],[],485,Node
추가로 발견된 자산이 있다.,event,[],[],486,Node
자산은 매수인에게 귀속된다.,event,[],[],487,Node
추가로 발견된 부채가 있다.,event,[],[],488,Node
부채는 매도인에게 귀속된다.,event,[],[],489,Node
기존 브랜드,entity,[],[],490,Node
브랜드,entity,[],[],491,Node
브랜드가 존재한다.,event,[],[],492,Node
기존 브랜드를 사용한다.,event,[],[],493,Node
새로운 브랜드를 만들지 않는다.,event,[],[],494,Node
기존 배당,entity,[],[],495,Node
배당이 이루어진다.,event,[],[],496,Node
기존 배당이 매도인에게 귀속된다.,event,[],[],497,Node
연결재무제표,entity,[],[],498,Node
연결,entity,[],[],499,Node
연결재무제표가 포함된다.,event,[],[],500,Node
연결이 이루어진다.,event,[],[],501,Node
협력,entity,[],[],502,Node
시너지,entity,[],[],503,Node
시너지가 발생한다.,event,[],[],504,Node
시너지를 위해 협력한다.,event,[],[],505,Node
협력 당사자들,entity,[],[],506,Node
제83조,entity,[],[],507,Node
영업비밀,entity,[],[],508,Node
영업비밀을 보호한다.,event,[],[],509,Node
영업비밀이 존재한다.,event,[],[],510,Node
영업비밀이 보호된다.,event,[],[],511,Node
비밀이 유지된다.,event,[],[],512,Node
공급계약,entity,[],[],513,Node
공급,entity,[],[],514,Node
공급계약을 유지한다.,event,[],[],515,Node
공급이 이루어진다.,event,[],[],516,Node
제85조,entity,[],[],517,Node
연구개발 계속,entity,[],[],518,Node
R&D를 계속한다.,event,[],[],519,Node
연구개발이 지속적으로 이루어진다.,event,[],[],520,Node
제86조,entity,[],[],521,Node
CSR,entity,[],[],522,Node
사회책임,entity,[],[],523,Node
기업이 사회적 책임(CSR)을 다한다.,event,[],[],524,Node
사회에 긍정적인 영향이 발생한다.,event,[],[],525,Node
제86조가 사회적 책임을 다한다는 내용을 규정한다.,event,[],[],526,Node
규제,entity,[],[],527,Node
규제가 발생한다.,event,[],[],528,Node
매수인이 규제에 대응한다.,event,[],[],529,Node
매수인에게 책임이 발생한다.,event,[],[],530,Node
규제에 대응하는 책임이 매수인에게 있다.,event,[],[],531,Node
시설,entity,[],[],532,Node
시설을 유지한다.,event,[],[],533,Node
시설이 계속 정상적으로 사용된다.,event,[],[],534,Node
분쟁,entity,[],[],535,Node
분쟁이 발생한다.,event,[],[],536,Node
분쟁해결 협력한다.,event,[],[],537,Node
제90조,entity,[],[],538,Node
성과 추가조정 없음,entity,[],[],539,Node
성과가 발생한다.,event,[],[],540,Node
추가조정이 없다.,event,[],[],541,Node
제90조의 성과에 대해 추가조정이 없다.,event,[],[],542,Node
성과,entity,[],[],543,Node
제6장 일반조항이 규정된다.,event,[],[],544,Node
제6장 일반조항,entity,[],[],545,Node
통지,entity,[],[],546,Node
등기우편,entity,[],[],547,Node
이메일,entity,[],[],548,Node
등기우편 또는 이메일로 한다.,event,[],[],549,Node
통지를 등기우편으로 한다.,event,[],[],550,Node
통지를 이메일로 한다.,event,[],[],551,Node
거래종결 전 배당,entity,[],[],552,Node
배당 재원,entity,[],[],553,Node
배당 재원 조달,entity,[],[],554,Node
통상의 영업과정,entity,[],[],555,Node
매도인은 거래종결 전 배당을 실시할 수 있다.,event,[],[],556,Node
거래종결이 이루어진다.,event,[],[],557,Node
배당 재원은 차입금으로 조달 가능하다.,event,[],[],558,Node
배당이 실시된다.,event,[],[],559,Node
이를 통상의 영업과정으로 본다.,event,[],[],560,Node
매도인이 거래종결 전에 배당을 실시한다.,event,[],[],561,Node
배당 재원을 차입금으로 조달할 수 있다.,event,[],[],562,Node
거래종결 전 행위를 통상의 영업과정으로 본다.,event,[],[],563,Node
거래종결 전 행위,entity,[],[],564,Node
제93조,entity,[],[],565,Node
제93조가 적용된다.,event,[],[],566,Node
대한민국 법률이 적용된다.,event,[],[],567,Node
대한민국 법률을 적용한다.,event,[],[],568,Node
서울중앙지방법원,entity,[],[],569,Node
제94조,entity,[],[],570,Node
제94조가 규정된다.,event,[],[],571,Node
서울중앙지방법원이 관할이 된다.,event,[],[],572,Node
서울중앙지방법원이 관할이다.,event,[],[],573,Node
제95조,entity,[],[],574,Node
