:START_ID,:END_ID,relation,concepts,synsets,:TYPE
"매매주식이 담보권, 제한, 부담 없이 양도되어야 한다.",매매주식,is participated by,[],[],Relation
매수인,대상회사에 대한 확인실사,수행할 수 있다,[],[],Relation
확인실사,회계,포함한다,[],[],Relation
확인실사,법무,포함한다,[],[],Relation
확인실사,세무,포함한다,[],[],Relation
확인실사,영업 전 분야,포함한다,[],[],Relation
하자나 문제점,실사 과정,문서화되어야 한다,[],[],Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다.,거래종결이 이루어진다.,이후,[],[],Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.",매수인이 대상회사에 대한 확인실사를 수행한다.,동시에,[],[],Relation
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,실사 과정에서 하자나 문제점이 발견된다.,결과로,[],[],Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다.,매수인,is participated by,[],[],Relation
매수인은 거래종결일로부터 30영업일 이내에 대상회사에 대한 확인실사를 수행할 수 있다.,대상회사,is participated by,[],[],Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.",확인실사,is participated by,[],[],Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.",회계,is participated by,[],[],Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.",법무,is participated by,[],[],Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.",세무,is participated by,[],[],Relation
"확인실사는 회계, 법무, 세무, 영업 전 분야를 포함한다.",영업,is participated by,[],[],Relation
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,실사 과정,is participated by,[],[],Relation
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,하자,is participated by,[],[],Relation
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,문제점,is participated by,[],[],Relation
실사 과정에서 발견된 하자나 문제점은 문서화되어야 한다.,문서,is participated by,[],[],Relation
매도인,대상회사,경쟁하는 사업을 영위하지 않는다,[],[],Relation
경쟁하는 사업,거래종결일로부터 3년간,제한 기간,[],[],Relation
거래종결일이 도래한다.,매도인은 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,이후,[],[],Relation
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,매도인,is participated by,[],[],Relation
매도인은 거래종결일로부터 3년간 대상회사와 경쟁하는 사업을 영위하지 않는다.,대상회사,is participated by,[],[],Relation
대상회사,핵심 임직원,보유하다,[],[],Relation
핵심 임직원,거래종결 후 최소 1년,근무를 유지하다,[],[],Relation
거래종결이 이루어진다.,대상회사의 핵심 임직원은 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,이후,[],[],Relation
거래종결이 이루어진다.,대상회사의 핵심 임직원은 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,때문에,[],[],Relation
대상회사의 핵심 임직원이 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,대상회사,is participated by,[],[],Relation
대상회사의 핵심 임직원이 거래종결 후 최소 1년간 근무를 유지하도록 최선의 노력을 다한다.,핵심 임직원,is participated by,[],[],Relation
매도인,주요 고객과의 관계 원만한 유지,적극 협조한다,[],[],Relation
매도인은 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,고객 관계가 유지된다.,결과로,[],[],Relation
매도인이 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,매도인,is participated by,[],[],Relation
매도인이 주요 고객과의 관계가 원만히 유지되도록 적극 협조한다.,주요 고객,is participated by,[],[],Relation
대상회사,모든 라이선스와 허가,보유하다,[],[],Relation
모든 라이선스와 허가,거래종결 후,유효하게 유지되어야 한다,[],[],Relation
대상회사가 보유한 모든 라이선스와 허가가 있다.,거래종결이 일어난다.,이후,[],[],Relation
거래종결이 일어난다.,모든 라이선스와 허가가 유효하게 유지되어야 한다.,이후,[],[],Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다.,대상회사,is participated by,[],[],Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다.,모든 라이선스,is participated by,[],[],Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다.,모든 허가,is participated by,[],[],Relation
대상회사가 보유한 모든 라이선스와 허가는 거래종결 후에도 유효하게 유지되어야 한다.,거래종결,is participated by,[],[],Relation
대상회사,모든 보험계약,유지하고 있다,[],[],Relation
모든 보험계약,거래종결일 현재,유효하다,[],[],Relation
모든 보험계약,적절한 보상한도,유지하고 있다,[],[],Relation
대상회사의 모든 보험계약은 거래종결일 현재 유효하다.,적절한 보상한도를 유지하고 있다.,동시에,[],[],Relation
대상회사의 모든 보험계약은 거래종결일 현재 유효하다.,대상회사,is participated by,[],[],Relation
대상회사의 모든 보험계약은 거래종결일 현재 유효하다.,보험계약,is participated by,[],[],Relation
대상회사의 모든 보험계약은 거래종결일 현재 유효하다.,거래종결일,is participated by,[],[],Relation
대상회사는 보험계약의 적절한 보상한도를 유지하고 있다.,대상회사,is participated by,[],[],Relation
대상회사는 보험계약의 적절한 보상한도를 유지하고 있다.,보험계약,is participated by,[],[],Relation
대상회사는 보험계약의 적절한 보상한도를 유지하고 있다.,보상한도,is participated by,[],[],Relation
대상회사,부동산,사용한다,[],[],Relation
부동산의 임대차계약,임대차계약 상태,정상적이며 유효하다,[],[],Relation
대상회사가 사용하는 모든 부동산의 임대차계약은 정상적이다.,대상회사가 사용하는 모든 부동산의 임대차계약은 유효하다.,동시에,[],[],Relation
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이고 유효하다.,대상회사,is participated by,[],[],Relation
대상회사가 사용하는 모든 부동산의 임대차계약이 정상적이고 유효하다.,대상회사가 사용하는 모든 부동산,is participated by,[],[],Relation
대상회사,사업 운영에 필요한 모든 지적재산권,적법하게 보유하거나 사용할 권리를 가진다,[],[],Relation
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유하거나 사용할 권리를 가진다.,대상회사는 사업을 운영할 수 있다.,결과로,[],[],Relation
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유한다.,대상회사,is participated by,[],[],Relation
대상회사는 사업 운영에 필요한 모든 지적재산권을 적법하게 보유한다.,지적재산권,is participated by,[],[],Relation
대상회사는 사업 운영에 필요한 모든 지적재산권을 사용할 권리를 가진다.,대상회사,is participated by,[],[],Relation
대상회사는 사업 운영에 필요한 모든 지적재산권을 사용할 권리를 가진다.,지적재산권,is participated by,[],[],Relation
당사자,본 계약상 권리의무,양도할 수 없다,[],[],Relation
당사자,상대방의 사전 서면 동의,필요로 한다,[],[],Relation
본 계약상 권리의무,제3자,양도될 수 있다,[],[],Relation
어느 당사자가 본 계약상 권리의무를 제3자에게 양도한다.,상대방의 사전 서면 동의를 받아야 한다.,이전에,[],[],Relation
어느 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도한다.,계약상 권리의무의 양도가 허용되지 않는다.,결과로,[],[],Relation
계약의 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다.,계약의 당사자,is participated by,[],[],Relation
계약의 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다.,상대방,is participated by,[],[],Relation
계약의 당사자가 상대방의 사전 서면 동의 없이 본 계약상 권리의무를 제3자에게 양도할 수 없다.,제3자,is participated by,[],[],Relation
대상회사,환경 관련 법규,준수하다,[],[],Relation
대상회사,환경 관련 소송 및 분쟁,환경 관련 소송이나 분쟁이 없다,[],[],Relation
대상회사는 모든 환경 관련 법규를 준수하고 있다.,환경 관련 소송이나 분쟁이 없다.,결과로,[],[],Relation
대상회사는 모든 환경 관련 법규를 준수하고 있다.,대상회사,is participated by,[],[],Relation
대상회사는 모든 환경 관련 법규를 준수하고 있다.,환경 관련 법규,is participated by,[],[],Relation
대상회사는 환경 관련 소송이나 분쟁이 없다.,대상회사,is participated by,[],[],Relation
대상회사는 환경 관련 소송이나 분쟁이 없다.,환경 관련 소송,is participated by,[],[],Relation
대상회사는 환경 관련 소송이나 분쟁이 없다.,환경 관련 분쟁,is participated by,[],[],Relation
대상회사,개인정보보호법,준수한다,[],[],Relation
대상회사,데이터 보호 관련 법규,준수한다,[],[],Relation
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,데이터 보호가 이루어진다.,결과로,[],[],Relation
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,대상회사,is participated by,[],[],Relation
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,개인정보보호법,is participated by,[],[],Relation
대상회사는 개인정보보호법 등 데이터 보호 관련 법규를 완전히 준수한다.,데이터 보호 관련 법규,is participated by,[],[],Relation
매도인,대상회사,운영한다,[],[],Relation
매도인,통상의 영업과정에 따라,운영한다,[],[],Relation
운영,거래종결일까지,진행된다,[],[],Relation
매도인은 거래종결일까지 대상회사를 통상의 영업과정에 따라 운영한다.,거래종결이 이루어진다.,이전,[],[],Relation
매도인은 거래종결일까지 대상회사를 통상의 영업과정에 따라 운영한다.,매도인,is participated by,[],[],Relation
매도인은 거래종결일까지 대상회사를 통상의 영업과정에 따라 운영한다.,대상회사,is participated by,[],[],Relation
매도인,대상회사 관련 정보,제공한다,[],[],Relation
매수인,대상회사 관련 정보,요청한다,[],[],Relation
매수인이 대상회사 관련 정보를 합리적으로 요청한다.,매도인은 매수인이 요청한 정보를 신속히 제공한다.,이후,[],[],Relation
매수인이 대상회사 관련 정보를 합리적으로 요청한다.,매도인은 매수인이 요청한 정보를 신속히 제공한다.,때문에,[],[],Relation
매수인이 대상회사 관련 정보를 합리적으로 요청한다,매수인,is participated by,[],[],Relation
매수인이 대상회사 관련 정보를 합리적으로 요청한다,대상회사,is participated by,[],[],Relation
매도인이 매수인에게 대상회사 관련 정보를 신속히 제공한다,매도인,is participated by,[],[],Relation
매도인이 매수인에게 대상회사 관련 정보를 신속히 제공한다,매수인,is participated by,[],[],Relation
매도인이 매수인에게 대상회사 관련 정보를 신속히 제공한다,대상회사,is participated by,[],[],Relation
매도인,매수인,진술보증 위반에 대한 하자담보책임을 부담한다,[],[],Relation
하자담보책임,거래종결일로부터 60일간,유효하다,[],[],Relation
조세 관련 사항,공소시효 만료일까지,하자담보책임 유효기간이 적용된다,[],[],Relation
소유권 관련 사항,무기한,하자담보책임 유효기간이 적용된다,[],[],Relation
하자담보책임의 청구,하자담보책임,본 계약에 정한 절차에 따라야 한다,[],[],Relation
거래종결일이 발생한다.,매도인의 진술보증 위반에 대한 하자담보책임이 60일간 유효하다.,이후,[],[],Relation
조세 관련 사항에 대한 하자담보책임이 발생한다.,그 책임 기간이 공소시효 만료일까지 유효하다.,동시에,[],[],Relation
소유권 관련 사항에 대한 하자담보책임이 발생한다.,그 책임 기간이 무기한 유효하다.,동시에,[],[],Relation
하자담보책임의 청구가 이루어진다.,본 계약에 정한 절차를 따라야 한다.,결과로,[],[],Relation
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다.,매도인,is participated by,[],[],Relation
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다.,진술보증,is participated by,[],[],Relation
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다.,하자담보책임,is participated by,[],[],Relation
매도인의 진술보증 위반에 대한 하자담보책임은 거래종결일로부터 60일간 유효하다.,거래종결일,is participated by,[],[],Relation
조세 관련 사항에 대한 하자담보책임은 공소시효 만료일까지 유효하다.,조세 관련 사항,is participated by,[],[],Relation
조세 관련 사항에 대한 하자담보책임은 공소시효 만료일까지 유효하다.,하자담보책임,is participated by,[],[],Relation
조세 관련 사항에 대한 하자담보책임은 공소시효 만료일까지 유효하다.,공소시효,is participated by,[],[],Relation
소유권 관련 사항에 대한 하자담보책임은 무기한 유효하다.,소유권 관련 사항,is participated by,[],[],Relation
소유권 관련 사항에 대한 하자담보책임은 무기한 유효하다.,하자담보책임,is participated by,[],[],Relation
